Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,1/1/2020,7179.957819,7251.277888,7298.892042,7119.626946
BTC,1/2/2020,7174.744012,7179.957689,7237.014866,7152.992402
BTC,1/3/2020,6955.48758,7174.712357,7190.188749,6914.857474
BTC,1/4/2020,7291.219505,6955.48758,7390.041835,6852.093401
BTC,1/5/2020,7337.63667,7291.217504,7390.762935,7263.178696
BTC,1/6/2020,7347.433264,7337.421391,7487.333871,7316.76337
BTC,1/7/2020,7713.860754,7351.57889,7749.648613,7339.702523
BTC,1/8/2020,8039.603701,7714.908484,8192.158877,7708.885351
BTC,1/9/2020,8067.606369,8046.802943,8463.183418,7871.035499
BTC,1/10/2020,7808.701364,8046.111529,8046.283882,7755.401227
BTC,1/11/2020,8087.452885,7808.703733,8136.499126,7670.457792
BTC,1/12/2020,8078.993532,8195.475999,8278.66058,8008.905117
BTC,1/13/2020,8149.313717,8080.229614,8188.385802,7959.533522
BTC,1/14/2020,8116.961008,8150.807336,8191.187715,8035.31553
BTC,1/15/2020,8735.142439,8110.511235,8848.921995,8108.954039
BTC,1/16/2020,8843.675732,8735.148417,8897.643793,8558.744377
BTC,1/17/2020,8711.637578,8825.385428,8855.530135,8587.518351
BTC,1/18/2020,8925.299028,8711.637311,9009.5337,8665.011538
BTC,1/19/2020,8939.8643,8925.303486,8971.890632,8803.094435
BTC,1/20/2020,8638.18144,8939.879994,9181.972791,8455.129028
BTC,1/21/2020,8652.683763,8638.182713,8739.353819,8502.570319
BTC,1/22/2020,8708.786013,8652.682469,8783.7501,8486.340457
BTC,1/23/2020,8635.074357,8708.835222,8797.773614,8575.103286
BTC,1/24/2020,8384.088777,8635.074108,8665.272406,8277.809127
BTC,1/25/2020,8451.232296,8381.599774,8512.454207,8220.867389
BTC,1/26/2020,8347.567505,8451.232129,8458.283993,8256.043067
BTC,1/27/2020,8562.30747,8347.569951,8597.904143,8282.358307
BTC,1/28/2020,8881.962391,8562.307388,8982.03544,8554.125634
BTC,1/29/2020,9131.114988,8877.733617,9176.388648,8874.284819
BTC,1/30/2020,9320.978406,9131.114653,9432.677487,9104.824063
BTC,1/31/2020,9545.077957,9288.522646,9633.251035,9185.18134
BTC,2/1/2020,9388.880752,9548.545376,9558.432613,9198.659041
BTC,2/2/2020,9363.193383,9388.87907,9451.06458,9284.410559
BTC,2/3/2020,9385.260386,9375.226831,9465.487907,9150.534573
BTC,2/4/2020,9269.707035,9385.259769,9603.105582,9222.946494
BTC,2/5/2020,9177.894637,9286.207776,9349.247058,9072.588214
BTC,2/6/2020,9625.456637,9177.895794,9745.171377,9147.652281
BTC,2/7/2020,9681.377411,9600.403585,9856.447773,9527.151669
BTC,2/8/2020,9795.344066,9681.3777,9872.616069,9653.132962
BTC,2/9/2020,9927.778256,9795.343586,9939.671501,9660.309157
BTC,2/10/2020,10132.7065,9900.684635,10175.90701,9888.154765
BTC,2/11/2020,9838.900016,10132.70648,10197.19928,9752.195757
BTC,2/12/2020,10236.63515,9851.644254,10351.45593,9711.360915
BTC,2/13/2020,10364.92629,10236.79326,10489.77986,10218.52286
BTC,2/14/2020,10218.09974,10364.23238,10516.91793,10097.76169
BTC,2/15/2020,10367.528,10234.4677,10598.03016,10108.15916
BTC,2/16/2020,9926.353691,10367.52748,10397.53648,9810.928072
BTC,2/17/2020,9876.234963,9926.353455,10052.35462,9642.465032
BTC,2/18/2020,9636.624095,9933.901933,9966.095384,9468.292698
BTC,2/19/2020,10189.99598,9636.624345,10272.79482,9615.263421
BTC,2/20/2020,9701.037191,10190.00776,10290.30426,9365.7803
BTC,2/21/2020,9631.484946,9608.93197,9704.692625,9410.921416
BTC,2/22/2020,9670.858654,9631.482559,9770.340692,9579.237409
BTC,2/23/2020,9689.086743,9696.533064,9724.336392,9575.054489
BTC,2/24/2020,9919.551448,9689.085992,10008.54047,9666.519497
BTC,2/25/2020,9640.469505,9921.048562,10008.37849,9480.185942
BTC,2/26/2020,9392.869629,9640.468562,9679.59509,9251.115834
BTC,2/27/2020,8787.978363,9392.868579,9393.864137,8626.935746
BTC,2/28/2020,8784.995352,8790.336853,8977.585565,8530.496379
BTC,2/29/2020,8778.470511,8818.102269,8904.126218,8459.695261
BTC,3/1/2020,8639.591417,8778.467316,8806.844965,8591.29254
BTC,3/2/2020,8548.948322,8639.592081,8747.725718,8412.723329
BTC,3/3/2020,8923.044398,8549.045999,8977.333203,8491.456295
BTC,3/4/2020,8791.112058,8916.73989,8919.263748,8652.809024
BTC,3/5/2020,8756.961062,8791.112073,8852.25666,8682.684594
BTC,3/6/2020,9078.578777,8756.962116,9172.138258,8745.992956
BTC,3/7/2020,9126.636822,9073.160134,9191.15034,9004.944712
BTC,3/8/2020,8925.213488,9126.888318,9204.672359,8858.647557
BTC,3/9/2020,8166.313894,8925.217518,8925.383039,8163.682472
BTC,3/10/2020,7875.750875,8166.313268,8256.125507,7625.189619
BTC,3/11/2020,7959.228274,7939.252823,8159.157919,7745.152079
BTC,3/12/2020,7955.306284,7959.233654,7984.602488,7591.897235
BTC,3/13/2020,5800.208905,7954.440008,7977.84368,5568.01669
BTC,3/14/2020,5672.681201,5803.794314,6013.252892,3867.091312
BTC,3/15/2020,5304.149952,5672.651113,5809.640296,5214.774302
BTC,3/16/2020,5355.187374,5304.149075,6115.834478,5076.862093
BTC,3/17/2020,4944.702336,5359.581995,5439.466703,4452.260545
BTC,3/18/2020,5465.582594,4944.692509,5558.129295,4921.203145
BTC,3/19/2020,5363.822853,5465.555261,5466.942335,5043.075092
BTC,3/20/2020,6301.063404,5363.81623,6428.780443,5274.927112
BTC,3/21/2020,6185.279839,6301.120291,6942.935268,5680.103282
BTC,3/22/2020,6187.05375,6176.205754,6470.354767,5883.754157
BTC,3/23/2020,5884.340133,6187.042146,6431.873162,5802.553402
BTC,3/24/2020,6455.454688,5829.352511,6620.858253,5694.198299
BTC,3/25/2020,6784.318011,6455.45065,6863.602196,6406.037439
BTC,3/26/2020,6706.985089,6784.325204,6981.720386,6488.111885
BTC,3/27/2020,6721.495392,6697.94832,6796.053701,6537.856462
BTC,3/28/2020,6682.780049,6718.084872,6865.541424,6597.307584
BTC,3/29/2020,6229.488343,6682.780622,6688.043277,6044.47511
BTC,3/30/2020,5922.489835,6229.49332,6284.272461,5879.777528
BTC,3/31/2020,6483.739446,5879.816836,6615.78648,5858.857935
BTC,4/1/2020,6446.421347,6483.617042,6533.064909,6344.633536
BTC,4/2/2020,6537.336462,6446.442667,6605.444456,6159.582451
BTC,4/3/2020,6850.558712,6537.68699,7212.725146,6519.934899
BTC,4/4/2020,6776.370094,6796.925196,7049.706366,6612.677956
BTC,4/5/2020,6855.933264,6772.007301,7003.126134,6664.610805
BTC,4/6/2020,6805.362287,6873.720048,6908.855128,6684.715732
BTC,4/7/2020,7278.24397,6809.004568,7319.978093,6775.111014
BTC,4/8/2020,7175.667477,7277.704282,7464.732245,7081.639209
BTC,4/9/2020,7367.293398,7175.669418,7424.743721,7155.211053
BTC,4/10/2020,7321.816614,7366.900961,7399.469133,7125.775519
BTC,4/11/2020,6866.398189,7321.815746,7325.324778,6752.593664
BTC,4/12/2020,6873.848495,6872.137266,6949.788875,6777.889694
BTC,4/13/2020,7043.438864,6873.848555,7201.990355,6797.779063
BTC,4/14/2020,6889.863772,7043.438893,7050.771025,6600.771494
BTC,4/15/2020,6887.554908,6889.863978,6991.326397,6772.322132
BTC,4/16/2020,6718.79995,6887.548898,6942.90708,6701.021116
BTC,4/17/2020,7166.582817,6628.975283,7178.765894,6486.531308
BTC,4/18/2020,7065.082389,7162.527231,7200.317209,6996.149109
BTC,4/19/2020,7277.140586,7065.066086,7301.814371,7029.015961
BTC,4/20/2020,7185.870303,7277.140654,7292.862985,7066.947185
BTC,4/21/2020,6856.146435,7185.870831,7221.915907,6764.430699
BTC,4/22/2020,6904.475773,6856.146426,6954.005137,6782.239371
BTC,4/23/2020,7118.388748,6904.476221,7165.520004,6831.947906
BTC,4/24/2020,7562.032832,7118.388915,7725.671699,7037.554845
BTC,4/25/2020,7497.861764,7556.01926,7608.311143,7407.266922
BTC,4/26/2020,7542.303401,7497.859881,7702.01898,7445.685898
BTC,4/27/2020,7624.853786,7542.303101,7707.594271,7503.770143
BTC,4/28/2020,7776.507543,7624.854338,7798.276656,7621.487082
BTC,4/29/2020,7761.758784,7788.574229,7793.636018,7677.178774
BTC,4/30/2020,8773.106488,7761.758619,8973.079277,7725.542654
BTC,5/1/2020,8767.672623,8768.04718,9469.078423,8415.47474
BTC,5/2/2020,8853.774484,8767.672143,9073.81753,8593.380363
BTC,5/3/2020,8963.057558,8850.788756,9037.341927,8780.037925
BTC,5/4/2020,8904.713817,9002.396916,9223.385534,8747.433419
BTC,5/5/2020,8887.505893,8904.559394,8968.532234,8539.511107
BTC,5/6/2020,8978.283587,8887.507473,9112.866151,8784.09959
BTC,5/7/2020,9371.684273,9032.183227,9392.635447,8927.777068
BTC,5/8/2020,9900.678867,9371.67997,9958.733998,9065.921045
BTC,5/9/2020,9917.248414,9903.830754,10062.71591,9732.806548
BTC,5/10/2020,9617.518195,9917.253174,9957.110928,9546.040993
BTC,5/11/2020,8786.655182,9616.377064,9650.018603,8166.492188
BTC,5/12/2020,8608.125245,8733.637943,9176.18639,8206.331505
BTC,5/13/2020,8815.231245,8608.119937,8980.624505,8509.564215
BTC,5/14/2020,9330.986485,8823.780831,9416.590183,8802.91656
BTC,5/15/2020,9757.296586,9330.985268,9940.956082,9273.416587
BTC,5/16/2020,9362.635557,9795.282556,9848.185361,9155.515351
BTC,5/17/2020,9418.918551,9362.636646,9583.062439,9219.362205
BTC,5/18/2020,9684.701959,9418.913715,9879.71204,9327.763833
BTC,5/19/2020,9723.68015,9673.836632,9933.976225,9523.848992
BTC,5/20/2020,9719.480854,9723.316993,9899.775994,9473.742266
BTC,5/21/2020,9540.886567,9719.254489,9834.557819,9332.915196
BTC,5/22/2020,9141.150637,9540.208922,9571.081815,8806.742839
BTC,5/23/2020,9192.845136,9139.890401,9265.2516,8934.380728
BTC,5/24/2020,9220.075887,9192.845255,9311.849338,9093.834315
BTC,5/25/2020,9048.715119,9219.746036,9301.179312,8856.470863
BTC,5/26/2020,8905.781605,9048.692372,9051.69296,8645.212548
BTC,5/27/2020,8835.727224,8905.746922,9010.897443,8707.124072
BTC,5/28/2020,9112.979176,8835.727224,9224.744965,8820.549193
BTC,5/29/2020,9507.524665,9113.177836,9523.457474,9008.05845
BTC,5/30/2020,9425.281869,9507.563792,9621.613231,9335.814886
BTC,5/31/2020,9688.32439,9434.033792,9732.943979,9334.912832
BTC,6/1/2020,9427.670084,9688.539932,9698.140854,9394.275387
BTC,6/2/2020,10268.58198,9427.232535,10357.78917,9417.354212
BTC,6/3/2020,9516.135443,10268.23188,10292.7031,9298.92095
BTC,6/4/2020,9667.060754,9516.379828,9680.206444,9406.971187
BTC,6/5/2020,9811.367095,9667.085402,9875.662127,9472.251048
BTC,6/6/2020,9659.661298,9811.829378,9860.231447,9619.617459
BTC,6/7/2020,9677.050995,9659.053118,9736.271128,9542.773398
BTC,6/8/2020,9737.458559,9677.050684,9804.446487,9392.842926
BTC,6/9/2020,9791.9279,9737.457447,9803.573516,9652.310114
BTC,6/10/2020,9786.14202,9790.073884,9870.519387,9610.024354
BTC,6/11/2020,9874.967048,9787.914131,9979.715526,9711.85958
BTC,6/12/2020,9260.832641,9875.014214,9962.180331,9108.473046
BTC,6/13/2020,9464.228097,9261.481444,9558.770602,9238.389181
BTC,6/14/2020,9458.659754,9464.086079,9492.899884,9359.847047
BTC,6/15/2020,9351.953728,9458.659753,9481.697453,9250.032408
BTC,6/16/2020,9441.768996,9351.605477,9498.609999,8910.198265
BTC,6/17/2020,9510.660637,9442.016988,9595.222935,9380.74608
BTC,6/18/2020,9457.627074,9510.641266,9557.46842,9240.646056
BTC,6/19/2020,9398.642094,9457.464837,9480.374487,9276.427094
BTC,6/20/2020,9279.760765,9398.685603,9427.177661,9236.657272
BTC,6/21/2020,9353.078196,9278.469146,9391.025094,9178.382279
BTC,6/22/2020,9289.104491,9353.078187,9412.648505,9278.923226
BTC,6/23/2020,9680.947128,9288.60316,9775.102839,9272.796157
BTC,6/24/2020,9609.680246,9680.947129,9720.765241,9576.910848
BTC,6/25/2020,9311.136318,9609.680246,9678.98608,9206.958895
BTC,6/26/2020,9252.633372,9310.989646,9333.346057,9002.374468
BTC,6/27/2020,9171.732086,9252.684713,9292.245367,9046.231365
BTC,6/28/2020,9022.153768,9171.554012,9192.768265,8843.317702
BTC,6/29/2020,9101.850057,9022.012126,9190.117478,8949.755974
BTC,6/30/2020,9188.061375,9101.877703,9233.529361,9032.435483
BTC,7/1/2020,9148.444859,9188.037401,9201.648794,9067.19084
BTC,7/2/2020,9236.31677,9141.34826,9300.998983,9096.778646
BTC,7/3/2020,9097.797366,9240.169628,9267.123022,8957.632801
BTC,7/4/2020,9094.324561,9097.683628,9132.985825,9065.858012
BTC,7/5/2020,9124.653534,9067.937487,9190.818987,9051.870726
BTC,7/6/2020,9055.464483,9141.07507,9149.765584,8919.762981
BTC,7/7/2020,9278.805637,9078.614127,9356.327421,9063.727627
BTC,7/8/2020,9244.415815,9344.987626,9374.083533,9216.518048
BTC,7/9/2020,9471.759973,9262.805251,9472.080067,9239.543297
BTC,7/10/2020,9236.143254,9444.728112,9449.911243,9173.165154
BTC,7/11/2020,9243.175259,9239.473351,9260.349785,9133.962338
BTC,7/12/2020,9229.859755,9289.580029,9304.962551,9190.032623
BTC,7/13/2020,9286.737042,9243.766253,9349.001062,9170.73536
BTC,7/14/2020,9238.993755,9310.395069,9339.806986,9206.291978
BTC,7/15/2020,9260.47098,9241.763724,9279.093222,9125.214524
BTC,7/16/2020,9211.026433,9261.511425,9275.45244,9167.649721
BTC,7/17/2020,9133.77783,9192.623666,9219.426492,9048.084922
BTC,7/18/2020,9160.410591,9132.454747,9186.96179,9085.977619
BTC,7/19/2020,9176.68639,9159.369281,9212.520944,9130.022301
BTC,7/20/2020,9190.271534,9182.914419,9197.726524,9117.058699
BTC,7/21/2020,9172.588333,9213.358566,9223.07652,9152.280649
BTC,7/22/2020,9395.064446,9166.298231,9445.579319,9159.972579
BTC,7/23/2020,9530.790885,9399.730238,9551.996412,9313.812944
BTC,7/24/2020,9617.377861,9534.116269,9681.909452,9452.744476
BTC,7/25/2020,9568.974726,9617.389459,9646.957118,9479.577351
BTC,7/26/2020,9708.94914,9557.065314,9746.556096,9546.032528
BTC,7/27/2020,9938.951223,9714.685123,10135.88216,9670.416834
BTC,7/28/2020,11187.77973,9940.111573,11394.84875,9930.83996
BTC,7/29/2020,10939.67014,11040.79047,11254.55134,10580.1286
BTC,7/30/2020,11284.45899,10930.45278,11318.0871,10852.88097
BTC,7/31/2020,11118.91841,11118.88858,11180.43064,10847.20085
BTC,8/1/2020,11373.31726,11112.42116,11467.95059,10980.82391
BTC,8/2/2020,11766.7483,11352.71504,11880.77364,11241.97677
BTC,8/3/2020,11139.09838,11820.51291,12117.67708,10658.94608
BTC,8/4/2020,11261.80633,11071.26711,11480.28338,10956.56291
BTC,8/5/2020,11228.02632,11237.22451,11400.06419,11045.96842
BTC,8/6/2020,11653.40759,11196.28746,11791.10323,11107.1352
BTC,8/7/2020,11796.81736,11756.89486,11917.76504,11581.57513
BTC,8/8/2020,11639.93541,11780.04401,11917.85915,11347.41279
BTC,8/9/2020,11744.91208,11610.9087,11814.95666,11543.3477
BTC,8/10/2020,11673.12324,11770.45097,11802.66293,11536.75286
BTC,8/11/2020,11832.22731,11693.17945,12070.44182,11546.95776
BTC,8/12/2020,11340.58234,11903.3335,11941.6518,11137.81368
BTC,8/13/2020,11549.54631,11399.06848,11626.23784,11166.54478
BTC,8/14/2020,11752.16866,11571.10263,11795.43575,11287.64679
BTC,8/15/2020,11783.28341,11789.95953,11867.28291,11663.41146
BTC,8/16/2020,11895.62695,11782.78559,11987.65155,11714.58902
BTC,8/17/2020,11896.94717,11862.38742,11938.8761,11705.49261
BTC,8/18/2020,12399.11188,11916.58022,12476.69704,11778.30371
BTC,8/19/2020,12071.73891,12299.81621,12391.84071,11840.39237
BTC,8/20/2020,11749.82951,11959.02939,12029.75799,11589.5762
BTC,8/21/2020,11833.89735,11766.18313,11899.96341,11690.15508
BTC,8/22/2020,11583.13894,11866.28401,11890.03166,11525.26123
BTC,8/23/2020,11674.62435,11539.71729,11694.47049,11393.21033
BTC,8/24/2020,11666.41012,11677.05824,11726.23458,11539.08981
BTC,8/25/2020,11744.0127,11660.39682,11835.35928,11601.74066
BTC,8/26/2020,11378.72603,11759.3614,11771.3353,11133.16876
BTC,8/27/2020,11458.8226,11334.03573,11546.20239,11265.22814
BTC,8/28/2020,11302.12096,11467.29065,11594.64626,11157.08574
BTC,8/29/2020,11482.22569,11339.74802,11553.53918,11294.18591
BTC,8/30/2020,11515.04443,11540.72864,11586.30657,11435.40076
BTC,8/31/2020,11657.00393,11483.12875,11694.6708,11476.07202
BTC,9/1/2020,11678.37326,11712.97262,11799.52944,11579.88329
BTC,9/2/2020,11964.20867,11661.42734,12070.22741,11544.42003
BTC,9/3/2020,11427.7026,11923.19964,11954.16268,11217.45383
BTC,9/4/2020,10712.92065,11409.72633,11470.80702,10505.14681
BTC,9/5/2020,10563.89694,10177.72164,10644.24117,10118.71861
BTC,9/6/2020,10042.85485,10470.02669,10574.30731,9894.2254
BTC,9/7/2020,10207.605,10174.86343,10355.65249,10014.27766
BTC,9/8/2020,10381.77611,10265.74299,10383.11924,9891.734243
BTC,9/9/2020,10043.19644,10381.67682,10444.17113,9868.937984
BTC,9/10/2020,10268.46092,10136.56084,10352.41519,9989.510556
BTC,9/11/2020,10341.01598,10230.63553,10483.56121,10224.03739
BTC,9/12/2020,10380.5396,10347.66121,10403.75568,10214.66973
BTC,9/13/2020,10436.36541,10400.85545,10484.8759,10286.42747
BTC,9/14/2020,10313.06858,10450.94952,10585.88066,10226.42392
BTC,9/15/2020,10680.29756,10337.71258,10759.1361,10281.58014
BTC,9/16/2020,10829.50531,10683.00291,10944.65131,10636.18826
BTC,9/17/2020,11033.38353,10792.31023,11103.79648,10683.79026
BTC,9/18/2020,10937.11126,10966.38648,11061.28463,10762.41738
BTC,9/19/2020,10933.93116,10947.23137,11035.0532,10830.85247
BTC,9/20/2020,11048.87928,10940.13447,11180.39531,10904.19962
BTC,9/21/2020,10852.91014,11085.429,11085.429,10773.33219
BTC,9/22/2020,10526.20289,10925.51079,10991.69454,10322.59482
BTC,9/23/2020,10531.16456,10423.27155,10579.30131,10371.91657
BTC,9/24/2020,10260.03301,10536.31722,10541.16888,10209.06313
BTC,9/25/2020,10672.95681,10241.16589,10712.49925,10200.88278
BTC,9/26/2020,10729.06961,10736.65234,10759.7111,10569.43458
BTC,9/27/2020,10741.47647,10692.46427,10777.57591,10657.52315
BTC,9/28/2020,10752.34545,10734.50124,10802.37407,10599.58841
BTC,9/29/2020,10863.06572,10776.30436,10948.06266,10776.30436
BTC,9/30/2020,10764.28437,10691.97856,10793.60349,10640.69415
BTC,10/1/2020,10741.57955,10843.38826,10849.73073,10672.79503
BTC,10/2/2020,10626.60096,10778.89849,10931.6335,10470.69372
BTC,10/3/2020,10567.3302,10624.91072,10670.71056,10386.91138
BTC,10/4/2020,10555.02868,10578.91957,10609.23748,10512.33934
BTC,10/5/2020,10660.61118,10559.31466,10702.51138,10535.82272
BTC,10/6/2020,10756.40458,10672.16544,10770.46301,10630.95649
BTC,10/7/2020,10589.62639,10793.15206,10798.98132,10543.48911
BTC,10/8/2020,10645.75479,10600.66078,10680.64123,10554.84167
BTC,10/9/2020,10897.59543,10669.07004,10949.34337,10544.3758
BTC,10/10/2020,11052.39508,10929.59262,11106.33446,10843.4743
BTC,10/11/2020,11360.85272,11059.81357,11484.16448,11058.74049
BTC,10/12/2020,11334.02674,11293.20701,11436.21148,11282.50356
BTC,10/13/2020,11666.2117,11372.10996,11723.64386,11210.86134
BTC,10/14/2020,11443.73279,11534.60957,11564.64006,11333.53492
BTC,10/15/2020,11395.54737,11431.09404,11540.06492,11302.77704
BTC,10/16/2020,11504.54901,11433.45754,11610.2504,11291.89809
BTC,10/17/2020,11355.16044,11511.9022,11544.48601,11227.07106
BTC,10/18/2020,11358.70638,11329.99473,11410.16368,11282.94789
BTC,10/19/2020,11471.00255,11368.41235,11486.98541,11356.17416
BTC,10/20/2020,11776.593,11514.6451,11825.64774,11419.08229
BTC,10/21/2020,11936.36291,11754.18203,11993.92588,11693.78394
BTC,10/22/2020,13102.93446,11920.41139,13109.16597,11900.21384
BTC,10/23/2020,13140.66928,12801.68807,13192.25287,12697.45705
BTC,10/24/2020,12933.82357,12980.8801,13029.96389,12731.05779
BTC,10/25/2020,13081.67256,12929.8494,13168.33883,12877.93801
BTC,10/26/2020,13008.45326,13115.83352,13342.75028,12906.70059
BTC,10/27/2020,13033.52427,13038.91554,13243.9959,12811.54603
BTC,10/28/2020,13721.28222,13069.23614,13756.3317,13062.40879
BTC,10/29/2020,13282.26035,13647.57292,13847.53352,12894.89932
BTC,10/30/2020,13467.73178,13280.36559,13640.13894,12994.98437
BTC,10/31/2020,13573.7105,13461.38352,13667.74723,13134.48008
BTC,11/1/2020,13891.21683,13574.92722,14093.05295,13438.93538
BTC,11/2/2020,13730.19731,13810.64198,13907.31295,13641.54034
BTC,11/3/2020,13633.69822,13768.95676,13837.85118,13270.20734
BTC,11/4/2020,13832.93841,13565.13068,13842.47454,13301.61195
BTC,11/5/2020,14163.97682,14014.73488,14257.52971,13582.4022
BTC,11/6/2020,15424.52768,14156.60864,15494.57817,14104.90209
BTC,11/7/2020,15540.59659,15607.5055,15971.64142,15202.76451
BTC,11/8/2020,14783.98168,15603.25854,15764.1047,14330.68183
BTC,11/9/2020,15500.33425,14820.43647,15657.12904,14711.54819
BTC,11/10/2020,15283.78014,15481.90608,15810.77379,14845.79176
BTC,11/11/2020,15374.04439,15327.58839,15448.41275,15092.3898
BTC,11/12/2020,15820.49524,15316.74901,15973.07608,15294.29332
BTC,11/13/2020,16253.31027,15701.8651,16348.4628,15474.76108
BTC,11/14/2020,16347.04492,16302.8428,16487.48815,15971.1428
BTC,11/15/2020,15991.83302,16329.79889,16333.51314,15718.88879
BTC,11/16/2020,15918.08013,16078.97001,16167.39692,15792.77908
BTC,11/17/2020,16752.00299,15969.51601,16885.58019,15881.70385
BTC,11/18/2020,17593.48641,16718.59966,17831.23118,16560.99963
BTC,11/19/2020,17834.63653,17672.65284,18358.97625,17283.49485
BTC,11/20/2020,17954.85801,17786.21258,18170.83027,17381.23626
BTC,11/21/2020,18612.87067,17823.3433,18813.40769,17762.92882
BTC,11/22/2020,18591.8566,18666.58022,18964.64351,18368.28996
BTC,11/23/2020,18629.99554,18683.8472,18732.99132,17806.2676
BTC,11/24/2020,18469.20047,18405.5557,18752.16004,17990.11089
BTC,11/25/2020,19045.73647,18370.21961,19392.90868,18059.26543
BTC,11/26/2020,18746.93481,19136.08297,19391.46366,18640.64218
BTC,11/27/2020,17187.40628,18719.20716,18908.63553,16242.70294
BTC,11/28/2020,17023.9614,17180.71873,17482.2001,16489.30267
BTC,11/29/2020,17814.78028,17159.1095,17901.38262,16906.1761
BTC,11/30/2020,18114.41435,17742.82304,18356.31323,17545.19622
BTC,12/1/2020,19382.36059,18201.27725,19850.11449,18201.27725
BTC,12/2/2020,18980.97745,19677.98984,19920.53426,18171.75051
BTC,12/3/2020,19184.89785,18796.74864,19357.16459,18360.23172
BTC,12/4/2020,19464.5317,19220.59015,19607.85534,18899.48869
BTC,12/5/2020,18813.12476,19441.5588,19539.86235,18717.12493
BTC,12/6/2020,19045.02027,18668.15855,19200.79191,18518.85142
BTC,12/7/2020,19113.9334,19162.26446,19347.62491,18927.29956
BTC,12/8/2020,19107.5998,19373.44523,19433.09749,18931.5713
BTC,12/9/2020,18682.45783,19177.92617,19299.04708,18630.74248
BTC,12/10/2020,18543.00705,18320.23313,18618.96013,17640.56207
BTC,12/11/2020,18359.4766,18557.45291,18565.21617,17904.06899
BTC,12/12/2020,18137.31937,18255.77375,18293.55273,17593.1721
BTC,12/13/2020,18882.26017,18040.17062,18956.34444,18029.14317
BTC,12/14/2020,19060.2769,18822.50994,19408.67465,18726.84709
BTC,12/15/2020,19251.224,19161.13847,19323.16531,19015.68597
BTC,12/16/2020,19443.47635,19264.6703,19552.37198,19053.34247
BTC,12/17/2020,21310.65626,19433.14137,21447.52385,19293.29896
BTC,12/18/2020,22895.97624,21351.25481,23770.84657,21248.36533
BTC,12/19/2020,23008.77626,22819.5589,23261.25288,22357.60765
BTC,12/20/2020,23890.82265,23126.60677,24122.67327,22781.87678
BTC,12/21/2020,23537.36989,23829.2848,24273.0415,23085.95477
